row_index,datetime,contract,option_type,strike,final_prediction,edge,edge_reason,source,selected_model,bandwidth,loo_mse,n_train,used_cols,edge_side,edge_block_size,edge_position_in_block
258,12-01-2026 12:00,NIFTY27JAN2624900PE,PE,24900,0.11862789818804458,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.3804965951348337e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE,,,
258,12-01-2026 12:00,NIFTY27JAN2625100PE,PE,25100,0.11128178929777874,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,1.5161297318084162e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE,right,1.0,0.0
259,12-01-2026 12:05,NIFTY27JAN2625500CE,CE,25500,0.11899487759386997,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.4331957189051728e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
259,12-01-2026 12:05,NIFTY27JAN2625800CE,CE,25800,0.11197377169604295,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.4331957189051728e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
259,12-01-2026 12:05,NIFTY27JAN2626000CE,CE,26000,0.1102232984968815,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.4331957189051728e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
259,12-01-2026 12:05,NIFTY27JAN2624000PE,PE,24000,0.16965211101955943,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.6425263862644166e-07,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
259,12-01-2026 12:05,NIFTY27JAN2624900PE,PE,24900,0.11733993925348725,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.6425263862644166e-07,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
260,12-01-2026 12:10,NIFTY27JAN2625800CE,CE,25800,0.11988441610329324,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.6686638868799765e-06,13,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
260,12-01-2026 12:10,NIFTY27JAN2623800PE,PE,23800,0.18356321889099322,True,edge_no_left_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,1.3802599172526957e-07,9,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,left,1.0,0.0
260,12-01-2026 12:10,NIFTY27JAN2624200PE,PE,24200,0.15644462411193727,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.8330836128034247e-07,9,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
260,12-01-2026 12:10,NIFTY27JAN2624700PE,PE,24700,0.12438876093634102,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.8330836128034247e-07,9,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
260,12-01-2026 12:10,NIFTY27JAN2624800PE,PE,24800,0.11867701461221339,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.8330836128034247e-07,9,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
260,12-01-2026 12:10,NIFTY27JAN2625000PE,PE,25000,0.10870813327793594,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,1.8330836128034247e-07,9,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
261,12-01-2026 12:15,NIFTY27JAN2625900CE,CE,25900,0.11406149443349468,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,4.1648093817485364e-07,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
261,12-01-2026 12:15,NIFTY27JAN2626200CE,CE,26200,0.1124716803818746,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,4.1648093817485364e-07,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
261,12-01-2026 12:15,NIFTY27JAN2625100PE,PE,25100,0.10883764646965535,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,1.2183099931011387e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE,right,1.0,0.0
262,12-01-2026 12:20,NIFTY27JAN2625300CE,CE,25300,0.14441608952614002,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.4564758465096555e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
262,12-01-2026 12:20,NIFTY27JAN2625500CE,CE,25500,0.13281623814640633,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.4564758465096555e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
262,12-01-2026 12:20,NIFTY27JAN2626400CE,CE,26400,0.11711399674457752,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,1.4564758465096555e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
262,12-01-2026 12:20,NIFTY27JAN2624400PE,PE,24400,0.1490670499457012,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.1647769517568055e-06,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE,,,
262,12-01-2026 12:20,NIFTY27JAN2624700PE,PE,24700,0.13081857710178488,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.1647769517568055e-06,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE,,,
262,12-01-2026 12:20,NIFTY27JAN2625100PE,PE,25100,0.10994463297768844,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,4.306816394528414e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE,right,1.0,0.0
263,12-01-2026 12:25,NIFTY27JAN2625200CE,CE,25200,0.13135070227147733,True,edge_no_left_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,8.087147752797431e-07,12,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,left,1.0,0.0
263,12-01-2026 12:25,NIFTY27JAN2626300CE,CE,26300,0.11187968977061992,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,2.145583679674154e-06,12,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
263,12-01-2026 12:25,NIFTY27JAN2624800PE,PE,24800,0.1293222715300419,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,7e-05,3.9800769173858556e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
264,12-01-2026 12:30,NIFTY27JAN2625500CE,CE,25500,0.13345556396665456,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.9571684861135955e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE,,,
264,12-01-2026 12:30,NIFTY27JAN2625700CE,CE,25700,0.12472880008878115,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.9571684861135955e-06,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE,,,
264,12-01-2026 12:30,NIFTY27JAN2626500CE,CE,26500,0.11886163114437379,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,4.2607356666186537e-07,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE,right,1.0,0.0
264,12-01-2026 12:30,NIFTY27JAN2623800PE,PE,23800,0.18856750131818678,True,edge_no_left_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,3.1764835377835954e-07,11,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,left,1.0,0.0
264,12-01-2026 12:30,NIFTY27JAN2624800PE,PE,24800,0.12975722962993566,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,9.735726879042856e-07,11,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
264,12-01-2026 12:30,NIFTY27JAN2624900PE,PE,24900,0.12481877970390153,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,5e-05,9.735726879042856e-07,11,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE,,,
265,12-01-2026 12:35,NIFTY27JAN2626000CE,CE,26000,0.11018130833582535,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,6.547764968375831e-06,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
265,12-01-2026 12:35,NIFTY27JAN2626300CE,CE,26300,0.11102126223467851,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,6.547764968375831e-06,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
265,12-01-2026 12:35,NIFTY27JAN2624300PE,PE,24300,0.16246031143795409,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,3.355843705320269e-07,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE,,,
265,12-01-2026 12:35,NIFTY27JAN2624600PE,PE,24600,0.1448306391756995,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,3.355843705320269e-07,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE,,,
265,12-01-2026 12:35,NIFTY27JAN2624900PE,PE,24900,0.12899736223669722,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,3.355843705320269e-07,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE,,,
265,12-01-2026 12:35,NIFTY27JAN2625100PE,PE,25100,0.11961015033039617,True,edge_no_right_observed,edge_claude_progressive_local_poly_wls,edge_claude_progressive_local_poly_wls,0.0002,2.024342373120607e-07,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE,right,1.0,0.0
266,12-01-2026 12:40,NIFTY27JAN2625300CE,CE,25300,0.1489716926114077,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.121260251272055e-07,10,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
266,12-01-2026 12:40,NIFTY27JAN2625500CE,CE,25500,0.13771527254036137,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.121260251272055e-07,10,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
266,12-01-2026 12:40,NIFTY27JAN2626000CE,CE,26000,0.11943661486253278,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.121260251272055e-07,10,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
266,12-01-2026 12:40,NIFTY27JAN2626200CE,CE,26200,0.11729512565322206,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,4.121260251272055e-07,10,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE,,,
266,12-01-2026 12:40,NIFTY27JAN2624300PE,PE,24300,0.15900310993843586,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.6127218469585314e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
266,12-01-2026 12:40,NIFTY27JAN2624400PE,PE,24400,0.15245898888370613,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.6127218469585314e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
266,12-01-2026 12:40,NIFTY27JAN2624500PE,PE,24500,0.14609421566878072,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.6127218469585314e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
266,12-01-2026 12:40,NIFTY27JAN2625000PE,PE,25000,0.11895624868414485,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0001,1.6127218469585314e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
267,12-01-2026 12:45,NIFTY27JAN2625300CE,CE,25300,0.12836191925999169,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.013093831902225e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
267,12-01-2026 12:45,NIFTY27JAN2625700CE,CE,25700,0.11374721366480338,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.013093831902225e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
267,12-01-2026 12:45,NIFTY27JAN2625800CE,CE,25800,0.11158607414067918,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.013093831902225e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
267,12-01-2026 12:45,NIFTY27JAN2626000CE,CE,26000,0.10911724771322891,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.013093831902225e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
267,12-01-2026 12:45,NIFTY27JAN2626200CE,CE,26200,0.10906184173073429,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.013093831902225e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
267,12-01-2026 12:45,NIFTY27JAN2626400CE,CE,26400,0.11135730018385484,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.0002,1.013093831902225e-06,8,NIFTY27JAN2625200CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625900CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE,,,
267,12-01-2026 12:45,NIFTY27JAN2624300PE,PE,24300,0.16462503813425913,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,1.5968137176873708e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
267,12-01-2026 12:45,NIFTY27JAN2624500PE,PE,24500,0.1520783343065904,False,not_edge,same_row_non_edge_local_poly_wls,local_quadratic_wls,0.00015,1.5968137176873708e-06,10,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE,,,
