row_index,datetime,contract,option_type,strike,date,method,a,pred_t,pred_cross_section,final_prediction
295,12-01-2026 15:05,NIFTY27JAN2624900PE,PE,24900,2026-01-12,pre27_cross_only,0.0,,0.1301559444498038,0.1301559444498038
296,12-01-2026 15:10,NIFTY27JAN2625200CE,CE,25200,2026-01-12,pre27_cross_only,0.0,,0.13179912015254883,0.13179912015254883
296,12-01-2026 15:10,NIFTY27JAN2625600CE,CE,25600,2026-01-12,pre27_cross_only,0.0,,0.11347826935588756,0.11347826935588756
296,12-01-2026 15:10,NIFTY27JAN2625900CE,CE,25900,2026-01-12,pre27_cross_only,0.0,,0.10569532856212405,0.10569532856212405
296,12-01-2026 15:10,NIFTY27JAN2626200CE,CE,26200,2026-01-12,pre27_cross_only,0.0,,0.10326524072867826,0.10326524072867826
296,12-01-2026 15:10,NIFTY27JAN2626300CE,CE,26300,2026-01-12,pre27_cross_only,0.0,,0.10364473433093124,0.10364473433093124
296,12-01-2026 15:10,NIFTY27JAN2626400CE,CE,26400,2026-01-12,pre27_cross_only,0.0,,0.1046189893732219,0.1046189893732219
296,12-01-2026 15:10,NIFTY27JAN2624000PE,PE,24000,2026-01-12,pre27_cross_only,0.0,,0.18262186877710743,0.18262186877710743
296,12-01-2026 15:10,NIFTY27JAN2624500PE,PE,24500,2026-01-12,pre27_cross_only,0.0,,0.1531263568652857,0.1531263568652857
296,12-01-2026 15:10,NIFTY27JAN2624600PE,PE,24600,2026-01-12,pre27_cross_only,0.0,,0.14669840528363567,0.14669840528363567
297,12-01-2026 15:15,NIFTY27JAN2625200CE,CE,25200,2026-01-12,pre27_cross_only,0.0,,0.13624381490885185,0.13624381490885185
297,12-01-2026 15:15,NIFTY27JAN2625400CE,CE,25400,2026-01-12,pre27_cross_only,0.0,,0.1284269079254159,0.1284269079254159
297,12-01-2026 15:15,NIFTY27JAN2625500CE,CE,25500,2026-01-12,pre27_cross_only,0.0,,0.12307088461539095,0.12307088461539095
297,12-01-2026 15:15,NIFTY27JAN2623900PE,PE,23900,2026-01-12,pre27_cross_only,0.0,,0.19045031817418936,0.19045031817418936
297,12-01-2026 15:15,NIFTY27JAN2624000PE,PE,24000,2026-01-12,pre27_cross_only,0.0,,0.183948763154617,0.183948763154617
297,12-01-2026 15:15,NIFTY27JAN2624500PE,PE,24500,2026-01-12,pre27_cross_only,0.0,,0.15363880870659585,0.15363880870659585
297,12-01-2026 15:15,NIFTY27JAN2624900PE,PE,24900,2026-01-12,pre27_cross_only,0.0,,0.13002399287818533,0.13002399287818533
298,12-01-2026 15:20,NIFTY27JAN2625200CE,CE,25200,2026-01-12,pre27_cross_only,0.0,,0.1309743592144464,0.1309743592144464
298,12-01-2026 15:20,NIFTY27JAN2625300CE,CE,25300,2026-01-12,pre27_cross_only,0.0,,0.1276917959280018,0.1276917959280018
298,12-01-2026 15:20,NIFTY27JAN2626200CE,CE,26200,2026-01-12,pre27_cross_only,0.0,,0.1048093997674151,0.1048093997674151
298,12-01-2026 15:20,NIFTY27JAN2626300CE,CE,26300,2026-01-12,pre27_cross_only,0.0,,0.10477921432722326,0.10477921432722326
298,12-01-2026 15:20,NIFTY27JAN2624100PE,PE,24100,2026-01-12,pre27_cross_only,0.0,,0.1805380653761206,0.1805380653761206
298,12-01-2026 15:20,NIFTY27JAN2624200PE,PE,24200,2026-01-12,pre27_cross_only,0.0,,0.17352697737069264,0.17352697737069264
298,12-01-2026 15:20,NIFTY27JAN2624400PE,PE,24400,2026-01-12,pre27_cross_only,0.0,,0.16133412838210498,0.16133412838210498
298,12-01-2026 15:20,NIFTY27JAN2624500PE,PE,24500,2026-01-12,pre27_cross_only,0.0,,0.1543105088380908,0.1543105088380908
298,12-01-2026 15:20,NIFTY27JAN2625000PE,PE,25000,2026-01-12,pre27_cross_only,0.0,,0.12451556463187143,0.12451556463187143
299,12-01-2026 15:25,NIFTY27JAN2625400CE,CE,25400,2026-01-12,pre27_cross_only,0.0,,0.11906197028339349,0.11906197028339349
299,12-01-2026 15:25,NIFTY27JAN2625500CE,CE,25500,2026-01-12,pre27_cross_only,0.0,,0.11496546585625467,0.11496546585625467
299,12-01-2026 15:25,NIFTY27JAN2625700CE,CE,25700,2026-01-12,pre27_cross_only,0.0,,0.1084140690574138,0.1084140690574138
299,12-01-2026 15:25,NIFTY27JAN2624200PE,PE,24200,2026-01-12,pre27_cross_only,0.0,,0.17405645007824383,0.17405645007824383
299,12-01-2026 15:25,NIFTY27JAN2624600PE,PE,24600,2026-01-12,pre27_cross_only,0.0,,0.1492384177679705,0.1492384177679705
300,13-01-2026 09:15,NIFTY27JAN2625500CE,CE,25500,2026-01-13,pre27_cross_only,0.0,,0.10133628713704723,0.10133628713704723
300,13-01-2026 09:15,NIFTY27JAN2625600CE,CE,25600,2026-01-13,pre27_cross_only,0.0,,0.09891458922899762,0.09891458922899762
300,13-01-2026 09:15,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.09883338521101435,0.09883338521101435
300,13-01-2026 09:15,NIFTY27JAN2625900CE,CE,25900,2026-01-13,pre27_cross_only,0.0,,0.09741204211584417,0.09741204211584417
300,13-01-2026 09:15,NIFTY27JAN2626100CE,CE,26100,2026-01-13,pre27_cross_only,0.0,,0.09736965658009522,0.09736965658009522
300,13-01-2026 09:15,NIFTY27JAN2624000PE,PE,24000,2026-01-13,pre27_cross_only,0.0,,0.18885546638323583,0.18885546638323583
300,13-01-2026 09:15,NIFTY27JAN2624700PE,PE,24700,2026-01-13,pre27_cross_only,0.0,,0.145250128134674,0.145250128134674
301,13-01-2026 09:20,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.2000766217415332,0.2000766217415332
301,13-01-2026 09:20,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.1560390153256677,0.1560390153256677
301,13-01-2026 09:20,NIFTY27JAN2624600PE,PE,24600,2026-01-13,pre27_cross_only,0.0,,0.14889342840038047,0.14889342840038047
301,13-01-2026 09:20,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.13747725167624178,0.13747725167624178
302,13-01-2026 09:25,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.0772273930505335,0.0772273930505335
302,13-01-2026 09:25,NIFTY27JAN2625500CE,CE,25500,2026-01-13,pre27_cross_only,0.0,,0.08352887611118409,0.08352887611118409
302,13-01-2026 09:25,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.19989497135417772,0.19989497135417772
302,13-01-2026 09:25,NIFTY27JAN2624200PE,PE,24200,2026-01-13,pre27_cross_only,0.0,,0.17664365283446676,0.17664365283446676
302,13-01-2026 09:25,NIFTY27JAN2624400PE,PE,24400,2026-01-13,pre27_cross_only,0.0,,0.1648995541194244,0.1648995541194244
302,13-01-2026 09:25,NIFTY27JAN2624600PE,PE,24600,2026-01-13,pre27_cross_only,0.0,,0.15379808652683172,0.15379808652683172
302,13-01-2026 09:25,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.14336212505668705,0.14336212505668705
303,13-01-2026 09:30,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.09559499999999962,0.09559499999999962
303,13-01-2026 09:30,NIFTY27JAN2625500CE,CE,25500,2026-01-13,pre27_cross_only,0.0,,0.097915,0.097915
303,13-01-2026 09:30,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.09893000000004934,0.09893000000004934
303,13-01-2026 09:30,NIFTY27JAN2626000CE,CE,26000,2026-01-13,pre27_cross_only,0.0,,0.09984999999996222,0.09984999999996222
303,13-01-2026 09:30,NIFTY27JAN2626200CE,CE,26200,2026-01-13,pre27_cross_only,0.0,,0.10116500000022353,0.10116500000022353
303,13-01-2026 09:30,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.1557186848394145,0.1557186848394145
304,13-01-2026 09:35,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.11449724266713979,0.11449724266713979
304,13-01-2026 09:35,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.10716911602086654,0.10716911602086654
304,13-01-2026 09:35,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.10624667731267401,0.10624667731267401
304,13-01-2026 09:35,NIFTY27JAN2624000PE,PE,24000,2026-01-13,pre27_cross_only,0.0,,0.185100569603526,0.185100569603526
304,13-01-2026 09:35,NIFTY27JAN2625000PE,PE,25000,2026-01-13,pre27_cross_only,0.0,,0.12552263436809308,0.12552263436809308
305,13-01-2026 09:40,NIFTY27JAN2625200CE,CE,25200,2026-01-13,pre27_cross_only,0.0,,0.11078174445557532,0.11078174445557532
305,13-01-2026 09:40,NIFTY27JAN2625400CE,CE,25400,2026-01-13,pre27_cross_only,0.0,,0.11421980312613718,0.11421980312613718
305,13-01-2026 09:40,NIFTY27JAN2625600CE,CE,25600,2026-01-13,pre27_cross_only,0.0,,0.11024848637962523,0.11024848637962523
306,13-01-2026 09:45,NIFTY27JAN2625400CE,CE,25400,2026-01-13,pre27_cross_only,0.0,,0.10206077380842594,0.10206077380842594
306,13-01-2026 09:45,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.09792037156883279,0.09792037156883279
306,13-01-2026 09:45,NIFTY27JAN2625900CE,CE,25900,2026-01-13,pre27_cross_only,0.0,,0.09793583775021424,0.09793583775021424
306,13-01-2026 09:45,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.197448972287049,0.197448972287049
306,13-01-2026 09:45,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.1534858318176022,0.1534858318176022
307,13-01-2026 09:50,NIFTY27JAN2626300CE,CE,26300,2026-01-13,pre27_cross_only,0.0,,0.10568411067194816,0.10568411067194816
307,13-01-2026 09:50,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.190670510322042,0.190670510322042
307,13-01-2026 09:50,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.15370760952315088,0.15370760952315088
307,13-01-2026 09:50,NIFTY27JAN2624600PE,PE,24600,2026-01-13,pre27_cross_only,0.0,,0.14695108625593178,0.14695108625593178
307,13-01-2026 09:50,NIFTY27JAN2625000PE,PE,25000,2026-01-13,pre27_cross_only,0.0,,0.12698664475768484,0.12698664475768484
307,13-01-2026 09:50,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.12270417231419654,0.12270417231419654
308,13-01-2026 09:55,NIFTY27JAN2625600CE,CE,25600,2026-01-13,pre27_cross_only,0.0,,0.10389055518923064,0.10389055518923064
308,13-01-2026 09:55,NIFTY27JAN2624100PE,PE,24100,2026-01-13,pre27_cross_only,0.0,,0.17818463234258328,0.17818463234258328
308,13-01-2026 09:55,NIFTY27JAN2624200PE,PE,24200,2026-01-13,pre27_cross_only,0.0,,0.17087434291553588,0.17087434291553588
308,13-01-2026 09:55,NIFTY27JAN2624300PE,PE,24300,2026-01-13,pre27_cross_only,0.0,,0.1637032376024557,0.1637032376024557
308,13-01-2026 09:55,NIFTY27JAN2624700PE,PE,24700,2026-01-13,pre27_cross_only,0.0,,0.14174379844087318,0.14174379844087318
309,13-01-2026 10:00,NIFTY27JAN2626300CE,CE,26300,2026-01-13,pre27_cross_only,0.0,,0.11169927272727094,0.11169927272727094
309,13-01-2026 10:00,NIFTY27JAN2626500CE,CE,26500,2026-01-13,pre27_cross_only,0.0,,0.1100969865064173,0.1100969865064173
309,13-01-2026 10:00,NIFTY27JAN2624200PE,PE,24200,2026-01-13,pre27_cross_only,0.0,,0.1685999185306402,0.1685999185306402
310,13-01-2026 10:05,NIFTY27JAN2626400CE,CE,26400,2026-01-13,pre27_cross_only,0.0,,0.1097631879479575,0.1097631879479575
310,13-01-2026 10:05,NIFTY27JAN2624000PE,PE,24000,2026-01-13,pre27_cross_only,0.0,,0.18213416845196176,0.18213416845196176
310,13-01-2026 10:05,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.13494320135802862,0.13494320135802862
311,13-01-2026 10:10,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.10092937434555495,0.10092937434555495
311,13-01-2026 10:10,NIFTY27JAN2624100PE,PE,24100,2026-01-13,pre27_cross_only,0.0,,0.1792880006780339,0.1792880006780339
311,13-01-2026 10:10,NIFTY27JAN2624200PE,PE,24200,2026-01-13,pre27_cross_only,0.0,,0.1721782555689087,0.1721782555689087
311,13-01-2026 10:10,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.15415797911062046,0.15415797911062046
311,13-01-2026 10:10,NIFTY27JAN2624700PE,PE,24700,2026-01-13,pre27_cross_only,0.0,,0.14225941588470226,0.14225941588470226
311,13-01-2026 10:10,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.1210297659918876,0.1210297659918876
312,13-01-2026 10:15,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.10205855260823223,0.10205855260823223
312,13-01-2026 10:15,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.15340657319836654,0.15340657319836654
312,13-01-2026 10:15,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.13740088804871903,0.13740088804871903
312,13-01-2026 10:15,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.1303351848437468,0.1303351848437468
312,13-01-2026 10:15,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.12130787585651841,0.12130787585651841
313,13-01-2026 10:20,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.11725836909637977,0.11725836909637977
313,13-01-2026 10:20,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.10607412012013029,0.10607412012013029
313,13-01-2026 10:20,NIFTY27JAN2626500CE,CE,26500,2026-01-13,pre27_cross_only,0.0,,0.10883219390126489,0.10883219390126489
313,13-01-2026 10:20,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.19085336368394312,0.19085336368394312
313,13-01-2026 10:20,NIFTY27JAN2624100PE,PE,24100,2026-01-13,pre27_cross_only,0.0,,0.17783870657857323,0.17783870657857323
314,13-01-2026 10:25,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.1149037076476418,0.1149037076476418
314,13-01-2026 10:25,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.19108719110989952,0.19108719110989952
314,13-01-2026 10:25,NIFTY27JAN2624200PE,PE,24200,2026-01-13,pre27_cross_only,0.0,,0.17187496670344352,0.17187496670344352
314,13-01-2026 10:25,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.1526762459119611,0.1526762459119611
314,13-01-2026 10:25,NIFTY27JAN2624700PE,PE,24700,2026-01-13,pre27_cross_only,0.0,,0.13945289958716695,0.13945289958716695
314,13-01-2026 10:25,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.12051754159949951,0.12051754159949951
315,13-01-2026 10:30,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.11995637361088703,0.11995637361088703
315,13-01-2026 10:30,NIFTY27JAN2625900CE,CE,25900,2026-01-13,pre27_cross_only,0.0,,0.10035219830382638,0.10035219830382638
315,13-01-2026 10:30,NIFTY27JAN2626000CE,CE,26000,2026-01-13,pre27_cross_only,0.0,,0.09926615706917827,0.09926615706917827
315,13-01-2026 10:30,NIFTY27JAN2626100CE,CE,26100,2026-01-13,pre27_cross_only,0.0,,0.09935749335354228,0.09935749335354228
315,13-01-2026 10:30,NIFTY27JAN2626400CE,CE,26400,2026-01-13,pre27_cross_only,0.0,,0.10382026732067778,0.10382026732067778
315,13-01-2026 10:30,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.1997918115213888,0.1997918115213888
315,13-01-2026 10:30,NIFTY27JAN2624400PE,PE,24400,2026-01-13,pre27_cross_only,0.0,,0.16227509216652253,0.16227509216652253
315,13-01-2026 10:30,NIFTY27JAN2624600PE,PE,24600,2026-01-13,pre27_cross_only,0.0,,0.14980586810699117,0.14980586810699117
315,13-01-2026 10:30,NIFTY27JAN2624700PE,PE,24700,2026-01-13,pre27_cross_only,0.0,,0.14350213310536447,0.14350213310536447
315,13-01-2026 10:30,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.13195036426723836,0.13195036426723836
316,13-01-2026 10:35,NIFTY27JAN2626000CE,CE,26000,2026-01-13,pre27_cross_only,0.0,,0.10063015735932088,0.10063015735932088
316,13-01-2026 10:35,NIFTY27JAN2626100CE,CE,26100,2026-01-13,pre27_cross_only,0.0,,0.10084817329522636,0.10084817329522636
316,13-01-2026 10:35,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.19924295740341302,0.19924295740341302
316,13-01-2026 10:35,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.1930250555985272,0.1930250555985272
316,13-01-2026 10:35,NIFTY27JAN2624300PE,PE,24300,2026-01-13,pre27_cross_only,0.0,,0.16739033730259684,0.16739033730259684
316,13-01-2026 10:35,NIFTY27JAN2624600PE,PE,24600,2026-01-13,pre27_cross_only,0.0,,0.1487241316595207,0.1487241316595207
316,13-01-2026 10:35,NIFTY27JAN2625000PE,PE,25000,2026-01-13,pre27_cross_only,0.0,,0.1266268609845771,0.1266268609845771
317,13-01-2026 10:40,NIFTY27JAN2626300CE,CE,26300,2026-01-13,pre27_cross_only,0.0,,0.10394495350202293,0.10394495350202293
317,13-01-2026 10:40,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.19122398377292546,0.19122398377292546
317,13-01-2026 10:40,NIFTY27JAN2624000PE,PE,24000,2026-01-13,pre27_cross_only,0.0,,0.18479130170566313,0.18479130170566313
317,13-01-2026 10:40,NIFTY27JAN2624400PE,PE,24400,2026-01-13,pre27_cross_only,0.0,,0.16079006860033496,0.16079006860033496
317,13-01-2026 10:40,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.15431150170146138,0.15431150170146138
317,13-01-2026 10:40,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.1367537090948451,0.1367537090948451
318,13-01-2026 10:45,NIFTY27JAN2625200CE,CE,25200,2026-01-13,pre27_cross_only,0.0,,0.11358443426372815,0.11358443426372815
318,13-01-2026 10:45,NIFTY27JAN2625600CE,CE,25600,2026-01-13,pre27_cross_only,0.0,,0.10830078434322239,0.10830078434322239
318,13-01-2026 10:45,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.19049490635386085,0.19049490635386085
318,13-01-2026 10:45,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.12874515679537388,0.12874515679537388
319,13-01-2026 10:50,NIFTY27JAN2625500CE,CE,25500,2026-01-13,pre27_cross_only,0.0,,0.10762815778993431,0.10762815778993431
319,13-01-2026 10:50,NIFTY27JAN2625600CE,CE,25600,2026-01-13,pre27_cross_only,0.0,,0.10388341025883252,0.10388341025883252
319,13-01-2026 10:50,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.10063729027928145,0.10063729027928145
319,13-01-2026 10:50,NIFTY27JAN2625900CE,CE,25900,2026-01-13,pre27_cross_only,0.0,,0.09832721136205351,0.09832721136205351
319,13-01-2026 10:50,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.13219439078038994,0.13219439078038994
319,13-01-2026 10:50,NIFTY27JAN2625000PE,PE,25000,2026-01-13,pre27_cross_only,0.0,,0.1249453752193727,0.1249453752193727
320,13-01-2026 10:55,NIFTY27JAN2625200CE,CE,25200,2026-01-13,pre27_cross_only,0.0,,0.11679562413077735,0.11679562413077735
320,13-01-2026 10:55,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.11004078189301225,0.11004078189301225
320,13-01-2026 10:55,NIFTY27JAN2626400CE,CE,26400,2026-01-13,pre27_cross_only,0.0,,0.10658526748971653,0.10658526748971653
320,13-01-2026 10:55,NIFTY27JAN2624300PE,PE,24300,2026-01-13,pre27_cross_only,0.0,,0.1634676216154809,0.1634676216154809
320,13-01-2026 10:55,NIFTY27JAN2624400PE,PE,24400,2026-01-13,pre27_cross_only,0.0,,0.15660182867751593,0.15660182867751593
321,13-01-2026 11:00,NIFTY27JAN2625700CE,CE,25700,2026-01-13,pre27_cross_only,0.0,,0.10250129899357444,0.10250129899357444
321,13-01-2026 11:00,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.10166569587245337,0.10166569587245337
321,13-01-2026 11:00,NIFTY27JAN2626400CE,CE,26400,2026-01-13,pre27_cross_only,0.0,,0.10357551776735852,0.10357551776735852
321,13-01-2026 11:00,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.18964768738911994,0.18964768738911994
321,13-01-2026 11:00,NIFTY27JAN2624200PE,PE,24200,2026-01-13,pre27_cross_only,0.0,,0.17065896125744506,0.17065896125744506
321,13-01-2026 11:00,NIFTY27JAN2625000PE,PE,25000,2026-01-13,pre27_cross_only,0.0,,0.12451777548640527,0.12451777548640527
322,13-01-2026 11:05,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.10882010471204495,0.10882010471204495
322,13-01-2026 11:05,NIFTY27JAN2624100PE,PE,24100,2026-01-13,pre27_cross_only,0.0,,0.17554094571179402,0.17554094571179402
322,13-01-2026 11:05,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.13304461107117052,0.13304461107117052
322,13-01-2026 11:05,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.11838988306346929,0.11838988306346929
323,13-01-2026 11:10,NIFTY27JAN2625900CE,CE,25900,2026-01-13,pre27_cross_only,0.0,,0.10303577248610174,0.10303577248610174
323,13-01-2026 11:10,NIFTY27JAN2626400CE,CE,26400,2026-01-13,pre27_cross_only,0.0,,0.10357196523981736,0.10357196523981736
323,13-01-2026 11:10,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.1894109269250352,0.1894109269250352
323,13-01-2026 11:10,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.13433682596780036,0.13433682596780036
323,13-01-2026 11:10,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.12799827813166736,0.12799827813166736
323,13-01-2026 11:10,NIFTY27JAN2625000PE,PE,25000,2026-01-13,pre27_cross_only,0.0,,0.12343805749032491,0.12343805749032491
323,13-01-2026 11:10,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.12013623025374859,0.12013623025374859
324,13-01-2026 11:15,NIFTY27JAN2625200CE,CE,25200,2026-01-13,pre27_cross_only,0.0,,0.11967017364358234,0.11967017364358234
324,13-01-2026 11:15,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.11580587918725449,0.11580587918725449
324,13-01-2026 11:15,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.15132435263708105,0.15132435263708105
324,13-01-2026 11:15,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.11836045082306135,0.11836045082306135
325,13-01-2026 11:20,NIFTY27JAN2626100CE,CE,26100,2026-01-13,pre27_cross_only,0.0,,0.1000726148969946,0.1000726148969946
325,13-01-2026 11:20,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.12838047115063672,0.12838047115063672
326,13-01-2026 11:25,NIFTY27JAN2625600CE,CE,25600,2026-01-13,pre27_cross_only,0.0,,0.1107200655557441,0.1107200655557441
326,13-01-2026 11:25,NIFTY27JAN2626000CE,CE,26000,2026-01-13,pre27_cross_only,0.0,,0.10313810863365226,0.10313810863365226
326,13-01-2026 11:25,NIFTY27JAN2626200CE,CE,26200,2026-01-13,pre27_cross_only,0.0,,0.10240204184468042,0.10240204184468042
326,13-01-2026 11:25,NIFTY27JAN2626400CE,CE,26400,2026-01-13,pre27_cross_only,0.0,,0.1037069563672751,0.1037069563672751
326,13-01-2026 11:25,NIFTY27JAN2624000PE,PE,24000,2026-01-13,pre27_cross_only,0.0,,0.18170806592758967,0.18170806592758967
326,13-01-2026 11:25,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.1502233968755926,0.1502233968755926
326,13-01-2026 11:25,NIFTY27JAN2624800PE,PE,24800,2026-01-13,pre27_cross_only,0.0,,0.13274443559045737,0.13274443559045737
327,13-01-2026 11:30,NIFTY27JAN2625500CE,CE,25500,2026-01-13,pre27_cross_only,0.0,,0.11541098754511125,0.11541098754511125
327,13-01-2026 11:30,NIFTY27JAN2625800CE,CE,25800,2026-01-13,pre27_cross_only,0.0,,0.10709459873644178,0.10709459873644178
327,13-01-2026 11:30,NIFTY27JAN2625900CE,CE,25900,2026-01-13,pre27_cross_only,0.0,,0.10532696236460026,0.10532696236460026
327,13-01-2026 11:30,NIFTY27JAN2625100PE,PE,25100,2026-01-13,pre27_cross_only,0.0,,0.11797926984914689,0.11797926984914689
328,13-01-2026 11:35,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.10999369688218166,0.10999369688218166
328,13-01-2026 11:35,NIFTY27JAN2626000CE,CE,26000,2026-01-13,pre27_cross_only,0.0,,0.09982604385181318,0.09982604385181318
328,13-01-2026 11:35,NIFTY27JAN2626300CE,CE,26300,2026-01-13,pre27_cross_only,0.0,,0.09997542647534925,0.09997542647534925
328,13-01-2026 11:35,NIFTY27JAN2626500CE,CE,26500,2026-01-13,pre27_cross_only,0.0,,0.1018617141722944,0.1018617141722944
328,13-01-2026 11:35,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.1960663633440391,0.1960663633440391
328,13-01-2026 11:35,NIFTY27JAN2623900PE,PE,23900,2026-01-13,pre27_cross_only,0.0,,0.1898415164699109,0.1898415164699109
328,13-01-2026 11:35,NIFTY27JAN2624100PE,PE,24100,2026-01-13,pre27_cross_only,0.0,,0.17740631167381427,0.17740631167381427
328,13-01-2026 11:35,NIFTY27JAN2624900PE,PE,24900,2026-01-13,pre27_cross_only,0.0,,0.12920594034529598,0.12920594034529598
329,13-01-2026 11:40,NIFTY27JAN2625300CE,CE,25300,2026-01-13,pre27_cross_only,0.0,,0.09832638855738861,0.09832638855738861
329,13-01-2026 11:40,NIFTY27JAN2625400CE,CE,25400,2026-01-13,pre27_cross_only,0.0,,0.09762221840996838,0.09762221840996838
329,13-01-2026 11:40,NIFTY27JAN2623800PE,PE,23800,2026-01-13,pre27_cross_only,0.0,,0.19325028814052675,0.19325028814052675
329,13-01-2026 11:40,NIFTY27JAN2624500PE,PE,24500,2026-01-13,pre27_cross_only,0.0,,0.15183326433029132,0.15183326433029132
